Temperature,H0,Q_OrderParameter
2.1000,0.8000,0.0082
2.0000,0.8000,0.0064
1.9000,0.8000,0.0097
1.8000,0.8000,0.0085
1.7000,0.8000,0.0072
1.6000,0.8000,0.0080
1.5000,0.8000,0.0109
1.4000,0.8000,0.0071
1.3000,0.8000,0.0096
1.2000,0.8000,0.0070
1.1000,0.8000,0.0079
1.0000,0.8000,0.0088
0.9000,0.8000,0.0074
0.8000,0.8000,0.0055
0.7000,0.8000,0.0067
0.6000,0.8000,0.0063
3.0000,0.9000,0.0040
2.9000,0.9000,0.0039
2.8000,0.9000,0.0042
2.7000,0.9000,0.0050
2.6000,0.9000,0.0054
2.5000,0.9000,0.0045
2.4000,0.9000,0.0032
2.3000,0.9000,0.0057
2.2000,0.9000,0.0050
2.1000,0.9000,0.0047
2.0000,0.9000,0.0079
1.9000,0.9000,0.0076
1.8000,0.9000,0.0054
1.7000,0.9000,0.0060
1.6000,0.9000,0.0069
1.5000,0.9000,0.0085
1.4000,0.9000,0.0075
1.3000,0.9000,0.0058
1.2000,0.9000,0.0069
1.1000,0.9000,0.0087
1.0000,0.9000,0.0046
0.9000,0.9000,0.0065
0.8000,0.9000,0.0050
0.7000,0.9000,0.0051
0.6000,0.9000,0.0080
3.0000,1.0000,0.0043
2.9000,1.0000,0.0041
2.8000,1.0000,0.0028
2.7000,1.0000,0.0050
2.6000,1.0000,0.0055
2.5000,1.0000,0.0047
2.4000,1.0000,0.0065
2.3000,1.0000,0.0057
2.2000,1.0000,0.0063
2.1000,1.0000,0.0074
2.0000,1.0000,0.0055
1.9000,1.0000,0.0051
1.8000,1.0000,0.0054
1.7000,1.0000,0.0061
1.6000,1.0000,0.0062
1.5000,1.0000,0.0089
1.4000,1.0000,0.0061
1.3000,1.0000,0.0068
1.2000,1.0000,0.0069
1.1000,1.0000,0.0059
1.0000,1.0000,0.0055
0.9000,1.0000,0.0055
0.8000,1.0000,0.0054
0.7000,1.0000,0.0044
0.6000,1.0000,0.0061
3.0000,1.1000,0.0040
2.9000,1.1000,0.0030
2.8000,1.1000,0.0034
2.7000,1.1000,0.0036
2.6000,1.1000,0.0049
2.5000,1.1000,0.0051
2.4000,1.1000,0.0041
2.3000,1.1000,0.0048
2.2000,1.1000,0.0048
2.1000,1.1000,0.0059
2.0000,1.1000,0.0048
1.9000,1.1000,0.0069
1.8000,1.1000,0.0049
1.7000,1.1000,0.0069
1.6000,1.1000,0.0046
1.5000,1.1000,0.0067
1.4000,1.1000,0.0072
1.3000,1.1000,0.0060
1.2000,1.1000,0.0046
1.1000,1.1000,0.0048
1.0000,1.1000,0.0038
0.9000,1.1000,0.0045
0.8000,1.1000,0.0051
0.7000,1.1000,0.0047
0.6000,1.1000,0.0045
3.0000,1.2000,0.0053
2.9000,1.2000,0.0036
2.8000,1.2000,0.0050
2.7000,1.2000,0.0055
2.6000,1.2000,0.0036
2.5000,1.2000,0.0034
2.4000,1.2000,0.0041
2.3000,1.2000,0.0040
2.2000,1.2000,0.0044
2.1000,1.2000,0.0057
2.0000,1.2000,0.0031
1.9000,1.2000,0.0045
1.8000,1.2000,0.0040
1.7000,1.2000,0.0030
1.6000,1.2000,0.0066
1.5000,1.2000,0.0056
1.4000,1.2000,0.0061
1.3000,1.2000,0.0052
1.2000,1.2000,0.0052
1.1000,1.2000,0.0054
1.0000,1.2000,0.0051
0.9000,1.2000,0.0057
0.8000,1.2000,0.0046
0.7000,1.2000,0.0034
0.6000,1.2000,0.0052
3.0000,1.3000,0.0039
2.9000,1.3000,0.0056
2.8000,1.3000,0.0040
2.7000,1.3000,0.0044
2.6000,1.3000,0.0039
2.5000,1.3000,0.0050
2.4000,1.3000,0.0036
2.3000,1.3000,0.0044
2.2000,1.3000,0.0050
2.1000,1.3000,0.0030
2.0000,1.3000,0.0035
1.9000,1.3000,0.0049
1.8000,1.3000,0.0058
1.7000,1.3000,0.0055
1.6000,1.3000,0.0047
1.5000,1.3000,0.0051
1.4000,1.3000,0.0062
1.3000,1.3000,0.0045
1.2000,1.3000,0.0046
1.1000,1.3000,0.0037
1.0000,1.3000,0.0041
0.9000,1.3000,0.0049
0.8000,1.3000,0.0045
0.7000,1.3000,0.0055
0.6000,1.3000,0.0051
3.0000,1.4000,0.0041
2.9000,1.4000,0.0042
2.8000,1.4000,0.0046
2.7000,1.4000,0.0047
2.6000,1.4000,0.0049
2.5000,1.4000,0.0033
2.4000,1.4000,0.0046
2.3000,1.4000,0.0026
2.2000,1.4000,0.0045
2.1000,1.4000,0.0040
2.0000,1.4000,0.0045
1.9000,1.4000,0.0043
1.8000,1.4000,0.0046
1.7000,1.4000,0.0027
1.6000,1.4000,0.0040
1.5000,1.4000,0.0044
1.4000,1.4000,0.0045
1.3000,1.4000,0.0033
1.2000,1.4000,0.0045
1.1000,1.4000,0.0047
1.0000,1.4000,0.0043
0.9000,1.4000,0.0035
0.8000,1.4000,0.0040
0.7000,1.4000,0.0053
0.6000,1.4000,0.0061
3.0000,1.5000,0.0040
2.9000,1.5000,0.0037
2.8000,1.5000,0.0043
2.7000,1.5000,0.0035
2.6000,1.5000,0.0031
2.5000,1.5000,0.0038
2.4000,1.5000,0.0039
2.3000,1.5000,0.0040
2.2000,1.5000,0.0043
2.1000,1.5000,0.0040
2.0000,1.5000,0.0045
1.9000,1.5000,0.0047
1.8000,1.5000,0.0043
1.7000,1.5000,0.0040
1.6000,1.5000,0.0037
1.5000,1.5000,0.0038
1.4000,1.5000,0.0044
1.3000,1.5000,0.0058
1.2000,1.5000,0.0039
1.1000,1.5000,0.0040
1.0000,1.5000,0.0034
0.9000,1.5000,0.0045
0.8000,1.5000,0.0034
0.7000,1.5000,0.0045
0.6000,1.5000,0.0057
3.0000,1.6000,0.0036
2.9000,1.6000,0.0037
2.8000,1.6000,0.0045
2.7000,1.6000,0.0023
2.6000,1.6000,0.0034
2.5000,1.6000,0.0039
2.4000,1.6000,0.0030
2.3000,1.6000,0.0050
2.2000,1.6000,0.0038
2.1000,1.6000,0.0035
2.0000,1.6000,0.0047
1.9000,1.6000,0.0050
1.8000,1.6000,0.0032
1.7000,1.6000,0.0050
1.6000,1.6000,0.0038
1.5000,1.6000,0.0055
1.4000,1.6000,0.0047
1.3000,1.6000,0.0047
1.2000,1.6000,0.0044
1.1000,1.6000,0.0044
1.0000,1.6000,0.0048
0.9000,1.6000,0.0054
0.8000,1.6000,0.0041
0.7000,1.6000,0.0045
0.6000,1.6000,0.0045
3.0000,1.7000,0.0028
2.9000,1.7000,0.0054
2.8000,1.7000,0.0029
2.7000,1.7000,0.0042
2.6000,1.7000,0.0036
2.5000,1.7000,0.0035
2.4000,1.7000,0.0039
2.3000,1.7000,0.0037
2.2000,1.7000,0.0029
2.1000,1.7000,0.0037
2.0000,1.7000,0.0041
1.9000,1.7000,0.0043
1.8000,1.7000,0.0037
1.7000,1.7000,0.0054
1.6000,1.7000,0.0023
1.5000,1.7000,0.0036
1.4000,1.7000,0.0029
1.3000,1.7000,0.0041
1.2000,1.7000,0.0041
1.1000,1.7000,0.0033
1.0000,1.7000,0.0049
0.9000,1.7000,0.0049
0.8000,1.7000,0.0036
0.7000,1.7000,0.0048
0.6000,1.7000,0.0043
3.0000,1.8000,0.0031
2.9000,1.8000,0.0033
2.8000,1.8000,0.0026
2.7000,1.8000,0.0030
2.6000,1.8000,0.0030
2.5000,1.8000,0.0026
2.4000,1.8000,0.0033
2.3000,1.8000,0.0029
2.2000,1.8000,0.0037
2.1000,1.8000,0.0043
2.0000,1.8000,0.0030
1.9000,1.8000,0.0035
1.8000,1.8000,0.0030
1.7000,1.8000,0.0039
1.6000,1.8000,0.0031
1.5000,1.8000,0.0046
1.4000,1.8000,0.0033
1.3000,1.8000,0.0042
1.2000,1.8000,0.0037
1.1000,1.8000,0.0034
1.0000,1.8000,0.0029
0.9000,1.8000,0.0034
0.8000,1.8000,0.0038
0.7000,1.8000,0.0056
0.6000,1.8000,0.0046
3.0000,1.9000,0.0029
2.9000,1.9000,0.0026
2.8000,1.9000,0.0032
2.7000,1.9000,0.0035
2.6000,1.9000,0.0034
2.5000,1.9000,0.0033
2.4000,1.9000,0.0033
2.3000,1.9000,0.0040
2.2000,1.9000,0.0035
2.1000,1.9000,0.0034
2.0000,1.9000,0.0031
1.9000,1.9000,0.0030
1.8000,1.9000,0.0039
1.7000,1.9000,0.0033
1.6000,1.9000,0.0039
1.5000,1.9000,0.0054
1.4000,1.9000,0.0029
1.3000,1.9000,0.0032
1.2000,1.9000,0.0048
1.1000,1.9000,0.0036
1.0000,1.9000,0.0038
0.9000,1.9000,0.0044
0.8000,1.9000,0.0042
0.7000,1.9000,0.0044
0.6000,1.9000,0.0033
