Temperature,H0,Q_OrderParameter
1.0000,1.6000,0.0110
0.9000,1.6000,0.0242
0.8000,1.6000,0.0197
0.7000,1.6000,0.0212
0.6000,1.6000,0.0184
3.0000,1.7000,0.0074
2.9000,1.7000,0.0061
2.8000,1.7000,0.0066
2.7000,1.7000,0.0072
2.6000,1.7000,0.0070
2.5000,1.7000,0.0055
2.4000,1.7000,0.0058
2.3000,1.7000,0.0094
2.2000,1.7000,0.0085
2.1000,1.7000,0.0058
2.0000,1.7000,0.0077
1.9000,1.7000,0.0075
1.8000,1.7000,0.0063
1.7000,1.7000,0.0076
1.6000,1.7000,0.0074
1.5000,1.7000,0.0085
1.4000,1.7000,0.0102
1.3000,1.7000,0.0091
1.2000,1.7000,0.0083
1.1000,1.7000,0.0108
1.0000,1.7000,0.0117
0.9000,1.7000,0.0128
0.8000,1.7000,0.0157
0.7000,1.7000,0.0139
0.6000,1.7000,0.0243
3.0000,1.8000,0.0075
2.9000,1.8000,0.0048
2.8000,1.8000,0.0062
2.7000,1.8000,0.0052
2.6000,1.8000,0.0053
2.5000,1.8000,0.0065
2.4000,1.8000,0.0059
2.3000,1.8000,0.0063
2.2000,1.8000,0.0049
2.1000,1.8000,0.0072
2.0000,1.8000,0.0053
1.9000,1.8000,0.0062
1.8000,1.8000,0.0064
1.7000,1.8000,0.0077
1.6000,1.8000,0.0071
1.5000,1.8000,0.0082
1.4000,1.8000,0.0063
1.3000,1.8000,0.0078
1.2000,1.8000,0.0103
1.1000,1.8000,0.0061
1.0000,1.8000,0.0122
0.9000,1.8000,0.0106
0.8000,1.8000,0.0149
0.7000,1.8000,0.0129
0.6000,1.8000,0.0154
3.0000,1.9000,0.0055
2.9000,1.9000,0.0058
2.8000,1.9000,0.0055
2.7000,1.9000,0.0056
2.6000,1.9000,0.0065
2.5000,1.9000,0.0053
2.4000,1.9000,0.0045
2.3000,1.9000,0.0059
2.2000,1.9000,0.0070
2.1000,1.9000,0.0059
2.0000,1.9000,0.0066
1.9000,1.9000,0.0061
1.8000,1.9000,0.0090
1.7000,1.9000,0.0063
1.6000,1.9000,0.0078
1.5000,1.9000,0.0079
1.4000,1.9000,0.0062
1.3000,1.9000,0.0085
1.2000,1.9000,0.0069
1.1000,1.9000,0.0084
1.0000,1.9000,0.0097
0.9000,1.9000,0.0133
0.8000,1.9000,0.0101
0.7000,1.9000,0.0087
0.6000,1.9000,0.0133
