Temperature,H0,Q_OrderParameter
0.9000,0.7000,0.0218
0.8000,0.7000,0.0305
0.7000,0.7000,0.1406
0.6000,0.7000,0.4127
3.0000,0.8000,0.0071
2.9000,0.8000,0.0070
2.8000,0.8000,0.0075
2.7000,0.8000,0.0051
2.6000,0.8000,0.0101
2.5000,0.8000,0.0101
2.4000,0.8000,0.0119
2.3000,0.8000,0.0107
2.2000,0.8000,0.0120
2.1000,0.8000,0.0120
2.0000,0.8000,0.0143
1.9000,0.8000,0.0117
1.8000,0.8000,0.0126
1.7000,0.8000,0.0100
1.6000,0.8000,0.0111
1.5000,0.8000,0.0114
1.4000,0.8000,0.0072
1.3000,0.8000,0.0078
1.2000,0.8000,0.0079
1.1000,0.8000,0.0151
1.0000,0.8000,0.0120
0.9000,0.8000,0.0212
0.8000,0.8000,0.0319
0.7000,0.8000,0.0306
0.6000,0.8000,0.3229
3.0000,0.9000,0.0050
2.9000,0.9000,0.0084
2.8000,0.9000,0.0083
2.7000,0.9000,0.0059
2.6000,0.9000,0.0089
2.5000,0.9000,0.0071
2.4000,0.9000,0.0084
2.3000,0.9000,0.0077
2.2000,0.9000,0.0078
2.1000,0.9000,0.0091
2.0000,0.9000,0.0116
1.9000,0.9000,0.0096
1.8000,0.9000,0.0110
1.7000,0.9000,0.0077
1.6000,0.9000,0.0089
1.5000,0.9000,0.0078
1.4000,0.9000,0.0095
1.3000,0.9000,0.0080
1.2000,0.9000,0.0091
1.1000,0.9000,0.0129
1.0000,0.9000,0.0173
0.9000,0.9000,0.0198
0.8000,0.9000,0.0434
0.7000,0.9000,0.0545
0.6000,0.9000,0.2610
3.0000,1.0000,0.0097
2.9000,1.0000,0.0053
2.8000,1.0000,0.0087
2.7000,1.0000,0.0078
2.6000,1.0000,0.0084
2.5000,1.0000,0.0082
2.4000,1.0000,0.0057
2.3000,1.0000,0.0110
2.2000,1.0000,0.0085
2.1000,1.0000,0.0067
2.0000,1.0000,0.0086
1.9000,1.0000,0.0073
1.8000,1.0000,0.0078
1.7000,1.0000,0.0080
1.6000,1.0000,0.0080
1.5000,1.0000,0.0077
1.4000,1.0000,0.0089
1.3000,1.0000,0.0071
1.2000,1.0000,0.0156
1.1000,1.0000,0.0129
1.0000,1.0000,0.0165
0.9000,1.0000,0.0231
0.8000,1.0000,0.0358
0.7000,1.0000,0.0593
0.6000,1.0000,0.1055
3.0000,1.1000,0.0052
2.9000,1.1000,0.0080
2.8000,1.1000,0.0096
2.7000,1.1000,0.0070
2.6000,1.1000,0.0073
2.5000,1.1000,0.0055
2.4000,1.1000,0.0095
2.3000,1.1000,0.0071
2.2000,1.1000,0.0092
2.1000,1.1000,0.0086
2.0000,1.1000,0.0082
1.9000,1.1000,0.0078
1.8000,1.1000,0.0078
1.7000,1.1000,0.0076
1.6000,1.1000,0.0097
1.5000,1.1000,0.0063
1.4000,1.1000,0.0061
1.3000,1.1000,0.0113
1.2000,1.1000,0.0103
1.1000,1.1000,0.0149
1.0000,1.1000,0.0109
0.9000,1.1000,0.0192
0.8000,1.1000,0.0146
0.7000,1.1000,0.0228
0.6000,1.1000,0.0166
3.0000,1.2000,0.0047
2.9000,1.2000,0.0042
2.8000,1.2000,0.0047
2.7000,1.2000,0.0075
2.6000,1.2000,0.0068
2.5000,1.2000,0.0077
2.4000,1.2000,0.0065
2.3000,1.2000,0.0072
2.2000,1.2000,0.0076
2.1000,1.2000,0.0082
2.0000,1.2000,0.0071
1.9000,1.2000,0.0074
1.8000,1.2000,0.0081
1.7000,1.2000,0.0075
1.6000,1.2000,0.0071
1.5000,1.2000,0.0058
1.4000,1.2000,0.0094
1.3000,1.2000,0.0078
1.2000,1.2000,0.0106
1.1000,1.2000,0.0091
1.0000,1.2000,0.0131
0.9000,1.2000,0.0169
0.8000,1.2000,0.0128
0.7000,1.2000,0.0163
0.6000,1.2000,0.0167
3.0000,1.3000,0.0065
2.9000,1.3000,0.0070
2.8000,1.3000,0.0058
2.7000,1.3000,0.0070
2.6000,1.3000,0.0051
2.5000,1.3000,0.0049
2.4000,1.3000,0.0080
2.3000,1.3000,0.0064
2.2000,1.3000,0.0070
2.1000,1.3000,0.0077
2.0000,1.3000,0.0076
1.9000,1.3000,0.0047
1.8000,1.3000,0.0079
1.7000,1.3000,0.0051
1.6000,1.3000,0.0071
1.5000,1.3000,0.0064
1.4000,1.3000,0.0089
1.3000,1.3000,0.0091
1.2000,1.3000,0.0092
1.1000,1.3000,0.0099
1.0000,1.3000,0.0089
0.9000,1.3000,0.0098
0.8000,1.3000,0.0122
0.7000,1.3000,0.0191
0.6000,1.3000,0.0161
3.0000,1.4000,0.0054
2.9000,1.4000,0.0051
2.8000,1.4000,0.0069
2.7000,1.4000,0.0058
2.6000,1.4000,0.0062
2.5000,1.4000,0.0039
2.4000,1.4000,0.0064
2.3000,1.4000,0.0065
2.2000,1.4000,0.0058
2.1000,1.4000,0.0046
2.0000,1.4000,0.0092
1.9000,1.4000,0.0067
1.8000,1.4000,0.0049
1.7000,1.4000,0.0044
1.6000,1.4000,0.0069
1.5000,1.4000,0.0070
1.4000,1.4000,0.0064
1.3000,1.4000,0.0073
1.2000,1.4000,0.0102
1.1000,1.4000,0.0091
1.0000,1.4000,0.0095
0.9000,1.4000,0.0092
0.8000,1.4000,0.0107
0.7000,1.4000,0.0123
0.6000,1.4000,0.0149
3.0000,1.5000,0.0062
2.9000,1.5000,0.0061
2.8000,1.5000,0.0048
2.7000,1.5000,0.0051
2.6000,1.5000,0.0069
2.5000,1.5000,0.0047
2.4000,1.5000,0.0066
2.3000,1.5000,0.0061
2.2000,1.5000,0.0081
2.1000,1.5000,0.0054
2.0000,1.5000,0.0040
1.9000,1.5000,0.0058
1.8000,1.5000,0.0048
1.7000,1.5000,0.0070
1.6000,1.5000,0.0055
1.5000,1.5000,0.0066
1.4000,1.5000,0.0075
1.3000,1.5000,0.0063
1.2000,1.5000,0.0061
1.1000,1.5000,0.0114
1.0000,1.5000,0.0073
0.9000,1.5000,0.0068
0.8000,1.5000,0.0117
0.7000,1.5000,0.0126
0.6000,1.5000,0.0200
3.0000,1.6000,0.0061
2.9000,1.6000,0.0070
2.8000,1.6000,0.0055
2.7000,1.6000,0.0039
2.6000,1.6000,0.0056
2.5000,1.6000,0.0053
2.4000,1.6000,0.0042
2.3000,1.6000,0.0066
2.2000,1.6000,0.0068
2.1000,1.6000,0.0083
2.0000,1.6000,0.0063
1.9000,1.6000,0.0060
1.8000,1.6000,0.0059
1.7000,1.6000,0.0057
1.6000,1.6000,0.0075
1.5000,1.6000,0.0069
1.4000,1.6000,0.0050
1.3000,1.6000,0.0082
1.2000,1.6000,0.0083
1.1000,1.6000,0.0071
1.0000,1.6000,0.0075
0.9000,1.6000,0.0114
0.8000,1.6000,0.0106
0.7000,1.6000,0.0124
0.6000,1.6000,0.0121
3.0000,1.7000,0.0062
2.9000,1.7000,0.0052
2.8000,1.7000,0.0058
2.7000,1.7000,0.0053
2.6000,1.7000,0.0063
2.5000,1.7000,0.0049
2.4000,1.7000,0.0058
2.3000,1.7000,0.0044
2.2000,1.7000,0.0052
2.1000,1.7000,0.0065
2.0000,1.7000,0.0048
1.9000,1.7000,0.0061
1.8000,1.7000,0.0047
1.7000,1.7000,0.0055
1.6000,1.7000,0.0060
1.5000,1.7000,0.0044
1.4000,1.7000,0.0045
1.3000,1.7000,0.0091
1.2000,1.7000,0.0074
1.1000,1.7000,0.0096
1.0000,1.7000,0.0085
0.9000,1.7000,0.0077
0.8000,1.7000,0.0084
0.7000,1.7000,0.0110
0.6000,1.7000,0.0096
3.0000,1.8000,0.0039
2.9000,1.8000,0.0046
2.8000,1.8000,0.0043
2.7000,1.8000,0.0045
2.6000,1.8000,0.0037
2.5000,1.8000,0.0049
2.4000,1.8000,0.0038
2.3000,1.8000,0.0046
2.2000,1.8000,0.0046
2.1000,1.8000,0.0047
2.0000,1.8000,0.0061
1.9000,1.8000,0.0047
1.8000,1.8000,0.0053
1.7000,1.8000,0.0051
1.6000,1.8000,0.0041
1.5000,1.8000,0.0056
1.4000,1.8000,0.0058
1.3000,1.8000,0.0075
1.2000,1.8000,0.0080
1.1000,1.8000,0.0050
1.0000,1.8000,0.0080
0.9000,1.8000,0.0087
0.8000,1.8000,0.0093
0.7000,1.8000,0.0135
0.6000,1.8000,0.0087
3.0000,1.9000,0.0052
2.9000,1.9000,0.0058
2.8000,1.9000,0.0040
2.7000,1.9000,0.0052
2.6000,1.9000,0.0066
2.5000,1.9000,0.0053
2.4000,1.9000,0.0033
2.3000,1.9000,0.0040
2.2000,1.9000,0.0049
2.1000,1.9000,0.0056
2.0000,1.9000,0.0047
1.9000,1.9000,0.0047
1.8000,1.9000,0.0043
1.7000,1.9000,0.0076
1.6000,1.9000,0.0051
1.5000,1.9000,0.0039
1.4000,1.9000,0.0060
1.3000,1.9000,0.0055
1.2000,1.9000,0.0058
1.1000,1.9000,0.0067
1.0000,1.9000,0.0067
0.9000,1.9000,0.0071
0.8000,1.9000,0.0086
0.7000,1.9000,0.0083
0.6000,1.9000,0.0068
