Temperature,H0,Q_OrderParameter
2.3000,0.6000,0.0122
2.2000,0.6000,0.0186
2.1000,0.6000,0.0167
2.0000,0.6000,0.0153
1.9000,0.6000,0.0163
1.8000,0.6000,0.0167
1.7000,0.6000,0.0176
1.6000,0.6000,0.0203
1.5000,0.6000,0.0123
1.4000,0.6000,0.0194
1.3000,0.6000,0.0108
1.2000,0.6000,0.0146
1.1000,0.6000,0.0119
1.0000,0.6000,0.0157
0.9000,0.6000,0.0348
0.8000,0.6000,0.0951
0.7000,0.6000,0.4448
0.6000,0.6000,0.7458
3.0000,0.7000,0.0095
2.9000,0.7000,0.0112
2.8000,0.7000,0.0081
2.7000,0.7000,0.0110
2.6000,0.7000,0.0111
2.5000,0.7000,0.0085
2.4000,0.7000,0.0119
2.3000,0.7000,0.0105
2.2000,0.7000,0.0170
2.1000,0.7000,0.0140
2.0000,0.7000,0.0152
1.9000,0.7000,0.0142
1.8000,0.7000,0.0152
1.7000,0.7000,0.0116
1.6000,0.7000,0.0161
1.5000,0.7000,0.0106
1.4000,0.7000,0.0122
1.3000,0.7000,0.0112
1.2000,0.7000,0.0133
1.1000,0.7000,0.0113
1.0000,0.7000,0.0175
0.9000,0.7000,0.0202
0.8000,0.7000,0.0322
0.7000,0.7000,0.1131
0.6000,0.7000,0.4771
3.0000,0.8000,0.0073
2.9000,0.8000,0.0094
2.8000,0.8000,0.0090
2.7000,0.8000,0.0075
2.6000,0.8000,0.0081
2.5000,0.8000,0.0104
2.4000,0.8000,0.0110
2.3000,0.8000,0.0102
2.2000,0.8000,0.0119
2.1000,0.8000,0.0115
2.0000,0.8000,0.0089
1.9000,0.8000,0.0129
1.8000,0.8000,0.0102
1.7000,0.8000,0.0108
1.6000,0.8000,0.0107
1.5000,0.8000,0.0096
1.4000,0.8000,0.0081
1.3000,0.8000,0.0093
1.2000,0.8000,0.0106
1.1000,0.8000,0.0162
1.0000,0.8000,0.0212
0.9000,0.8000,0.0241
0.8000,0.8000,0.0302
0.7000,0.8000,0.0569
0.6000,0.8000,0.3418
3.0000,0.9000,0.0058
2.9000,0.9000,0.0064
2.8000,0.9000,0.0086
2.7000,0.9000,0.0071
2.6000,0.9000,0.0082
2.5000,0.9000,0.0098
2.4000,0.9000,0.0101
2.3000,0.9000,0.0113
2.2000,0.9000,0.0119
2.1000,0.9000,0.0105
2.0000,0.9000,0.0104
1.9000,0.9000,0.0114
1.8000,0.9000,0.0109
1.7000,0.9000,0.0083
1.6000,0.9000,0.0102
1.5000,0.9000,0.0074
1.4000,0.9000,0.0095
1.3000,0.9000,0.0080
1.2000,0.9000,0.0099
1.1000,0.9000,0.0141
1.0000,0.9000,0.0153
0.9000,0.9000,0.0245
0.8000,0.9000,0.0311
0.7000,0.9000,0.0420
0.6000,0.9000,0.1768
3.0000,1.0000,0.0057
2.9000,1.0000,0.0073
2.8000,1.0000,0.0083
2.7000,1.0000,0.0099
2.6000,1.0000,0.0077
2.5000,1.0000,0.0090
2.4000,1.0000,0.0097
2.3000,1.0000,0.0084
2.2000,1.0000,0.0064
2.1000,1.0000,0.0109
2.0000,1.0000,0.0099
1.9000,1.0000,0.0097
1.8000,1.0000,0.0074
1.7000,1.0000,0.0105
1.6000,1.0000,0.0069
1.5000,1.0000,0.0105
1.4000,1.0000,0.0065
1.3000,1.0000,0.0110
1.2000,1.0000,0.0106
1.1000,1.0000,0.0155
1.0000,1.0000,0.0172
0.9000,1.0000,0.0255
0.8000,1.0000,0.0330
0.7000,1.0000,0.0423
0.6000,1.0000,0.1175
3.0000,1.1000,0.0058
2.9000,1.1000,0.0050
2.8000,1.1000,0.0067
2.7000,1.1000,0.0078
2.6000,1.1000,0.0089
2.5000,1.1000,0.0079
2.4000,1.1000,0.0079
2.3000,1.1000,0.0089
2.2000,1.1000,0.0070
2.1000,1.1000,0.0082
2.0000,1.1000,0.0069
1.9000,1.1000,0.0061
1.8000,1.1000,0.0104
1.7000,1.1000,0.0074
1.6000,1.1000,0.0090
1.5000,1.1000,0.0056
1.4000,1.1000,0.0090
1.3000,1.1000,0.0077
1.2000,1.1000,0.0098
1.1000,1.1000,0.0148
1.0000,1.1000,0.0162
0.9000,1.1000,0.0150
0.8000,1.1000,0.0183
0.7000,1.1000,0.0176
0.6000,1.1000,0.0215
3.0000,1.2000,0.0065
2.9000,1.2000,0.0061
2.8000,1.2000,0.0051
2.7000,1.2000,0.0066
2.6000,1.2000,0.0056
2.5000,1.2000,0.0095
2.4000,1.2000,0.0099
2.3000,1.2000,0.0070
2.2000,1.2000,0.0086
2.1000,1.2000,0.0093
2.0000,1.2000,0.0088
1.9000,1.2000,0.0068
1.8000,1.2000,0.0084
1.7000,1.2000,0.0059
1.6000,1.2000,0.0061
1.5000,1.2000,0.0060
1.4000,1.2000,0.0073
1.3000,1.2000,0.0052
1.2000,1.2000,0.0076
1.1000,1.2000,0.0096
1.0000,1.2000,0.0148
0.9000,1.2000,0.0157
0.8000,1.2000,0.0140
0.7000,1.2000,0.0090
0.6000,1.2000,0.0102
3.0000,1.3000,0.0060
2.9000,1.3000,0.0056
2.8000,1.3000,0.0051
2.7000,1.3000,0.0049
2.6000,1.3000,0.0052
2.5000,1.3000,0.0074
2.4000,1.3000,0.0076
2.3000,1.3000,0.0075
2.2000,1.3000,0.0078
2.1000,1.3000,0.0071
2.0000,1.3000,0.0091
1.9000,1.3000,0.0062
1.8000,1.3000,0.0074
1.7000,1.3000,0.0054
1.6000,1.3000,0.0073
1.5000,1.3000,0.0081
1.4000,1.3000,0.0075
1.3000,1.3000,0.0086
1.2000,1.3000,0.0066
1.1000,1.3000,0.0112
1.0000,1.3000,0.0094
0.9000,1.3000,0.0134
0.8000,1.3000,0.0094
0.7000,1.3000,0.0152
0.6000,1.3000,0.0163
3.0000,1.4000,0.0056
2.9000,1.4000,0.0052
2.8000,1.4000,0.0074
2.7000,1.4000,0.0063
2.6000,1.4000,0.0060
2.5000,1.4000,0.0063
2.4000,1.4000,0.0052
2.3000,1.4000,0.0057
2.2000,1.4000,0.0060
2.1000,1.4000,0.0071
2.0000,1.4000,0.0060
1.9000,1.4000,0.0063
1.8000,1.4000,0.0092
1.7000,1.4000,0.0068
1.6000,1.4000,0.0061
1.5000,1.4000,0.0063
1.4000,1.4000,0.0083
1.3000,1.4000,0.0077
1.2000,1.4000,0.0087
1.1000,1.4000,0.0104
1.0000,1.4000,0.0141
0.9000,1.4000,0.0098
0.8000,1.4000,0.0152
0.7000,1.4000,0.0147
0.6000,1.4000,0.0120
3.0000,1.5000,0.0057
2.9000,1.5000,0.0060
2.8000,1.5000,0.0053
2.7000,1.5000,0.0050
2.6000,1.5000,0.0061
2.5000,1.5000,0.0045
2.4000,1.5000,0.0072
2.3000,1.5000,0.0074
2.2000,1.5000,0.0061
2.1000,1.5000,0.0060
2.0000,1.5000,0.0054
1.9000,1.5000,0.0056
1.8000,1.5000,0.0067
1.7000,1.5000,0.0052
1.6000,1.5000,0.0069
1.5000,1.5000,0.0081
1.4000,1.5000,0.0067
1.3000,1.5000,0.0087
1.2000,1.5000,0.0082
1.1000,1.5000,0.0082
1.0000,1.5000,0.0115
0.9000,1.5000,0.0120
0.8000,1.5000,0.0133
0.7000,1.5000,0.0110
0.6000,1.5000,0.0154
3.0000,1.6000,0.0053
2.9000,1.6000,0.0050
2.8000,1.6000,0.0052
2.7000,1.6000,0.0052
2.6000,1.6000,0.0054
2.5000,1.6000,0.0069
2.4000,1.6000,0.0053
2.3000,1.6000,0.0072
2.2000,1.6000,0.0054
2.1000,1.6000,0.0059
2.0000,1.6000,0.0052
1.9000,1.6000,0.0074
1.8000,1.6000,0.0066
1.7000,1.6000,0.0051
1.6000,1.6000,0.0068
1.5000,1.6000,0.0050
1.4000,1.6000,0.0080
1.3000,1.6000,0.0071
1.2000,1.6000,0.0078
1.1000,1.6000,0.0081
1.0000,1.6000,0.0078
0.9000,1.6000,0.0083
0.8000,1.6000,0.0105
0.7000,1.6000,0.0103
0.6000,1.6000,0.0140
3.0000,1.7000,0.0038
2.9000,1.7000,0.0039
2.8000,1.7000,0.0061
2.7000,1.7000,0.0060
2.6000,1.7000,0.0051
2.5000,1.7000,0.0044
2.4000,1.7000,0.0058
2.3000,1.7000,0.0048
2.2000,1.7000,0.0052
2.1000,1.7000,0.0061
2.0000,1.7000,0.0069
1.9000,1.7000,0.0061
1.8000,1.7000,0.0060
1.7000,1.7000,0.0053
1.6000,1.7000,0.0065
1.5000,1.7000,0.0077
1.4000,1.7000,0.0057
1.3000,1.7000,0.0062
1.2000,1.7000,0.0064
1.1000,1.7000,0.0084
1.0000,1.7000,0.0120
0.9000,1.7000,0.0096
0.8000,1.7000,0.0105
0.7000,1.7000,0.0095
0.6000,1.7000,0.0105
3.0000,1.8000,0.0050
2.9000,1.8000,0.0058
2.8000,1.8000,0.0053
2.7000,1.8000,0.0061
2.6000,1.8000,0.0053
2.5000,1.8000,0.0056
2.4000,1.8000,0.0049
2.3000,1.8000,0.0042
2.2000,1.8000,0.0044
2.1000,1.8000,0.0068
2.0000,1.8000,0.0042
1.9000,1.8000,0.0053
1.8000,1.8000,0.0053
1.7000,1.8000,0.0080
1.6000,1.8000,0.0049
1.5000,1.8000,0.0057
1.4000,1.8000,0.0063
1.3000,1.8000,0.0076
1.2000,1.8000,0.0053
1.1000,1.8000,0.0053
1.0000,1.8000,0.0060
0.9000,1.8000,0.0098
0.8000,1.8000,0.0109
0.7000,1.8000,0.0106
0.6000,1.8000,0.0096
3.0000,1.9000,0.0032
2.9000,1.9000,0.0044
2.8000,1.9000,0.0044
2.7000,1.9000,0.0040
2.6000,1.9000,0.0045
2.5000,1.9000,0.0051
2.4000,1.9000,0.0051
2.3000,1.9000,0.0059
2.2000,1.9000,0.0058
2.1000,1.9000,0.0054
2.0000,1.9000,0.0046
1.9000,1.9000,0.0039
1.8000,1.9000,0.0051
1.7000,1.9000,0.0066
1.6000,1.9000,0.0052
1.5000,1.9000,0.0043
1.4000,1.9000,0.0067
1.3000,1.9000,0.0056
1.2000,1.9000,0.0047
1.1000,1.9000,0.0069
1.0000,1.9000,0.0081
0.9000,1.9000,0.0059
0.8000,1.9000,0.0091
0.7000,1.9000,0.0074
0.6000,1.9000,0.0114
